Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,TenureBand,IncomeQuartile,JobSatisfactionLabel,recruiting_pct_of_salary,onboarding_pct_of_salary,months_vacant,ramp_months,ramp_productivity_loss,annual_salary,cost_recruiting,cost_onboarding,cost_vacancy,cost_ramp,replacement_cost,replacement_cost_pct_salary
42,No,Travel_Frequently,1271,Engineering,2,1,Medical,875,2,Male,35,3,1,Software Engineer,4,Single,2515,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2,0,2-3 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,30180,6036.0,3018.0,3772.5,3772.5,16599.0,0.55
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,878,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,No,21,4,3,0,6,3,3,5,4,0,3,0,4-6 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,28104,5620.8,2810.4,3513.0,3513.0,15457.2,0.55
25,No,Travel_Rarely,141,Sales,3,1,Other,879,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,Yes,18,3,4,0,5,3,3,5,3,0,3,0,4-6 yrs,Q2,1 Low,0.2,0.1,2.0,3,0.5,50328,10065.6,5032.8,8388.0,6291.0,29777.4,0.5916666666666667
35,No,Travel_Rarely,607,Engineering,9,3,Life Sciences,880,4,Female,66,2,3,Platform / DevOps Lead,3,Married,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15,0,10+ yrs,Q4 (highest),3 High,0.2,0.1,2.5,4,0.5,128220,25644.0,12822.0,26712.5,21370.0,86548.5,0.675
35,Yes,Travel_Frequently,130,Engineering,25,4,Life Sciences,881,4,Female,96,3,1,Software Engineer,2,Divorced,2022,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8,1,7-10 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,24264,4852.8,2426.4,3033.0,3033.0,13345.2,0.55
32,No,Non-Travel,300,Engineering,1,3,Life Sciences,882,4,Male,61,3,1,QA / Support Engineer,4,Divorced,2314,9148,0,No,12,3,2,1,4,2,3,3,0,0,2,0,2-3 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,27768,5553.6,2776.8,3471.0,3471.0,15272.400000000001,0.55
25,No,Travel_Rarely,583,Sales,4,1,Marketing,885,3,Male,87,2,2,Sales Executive,1,Married,4256,18154,1,No,12,3,1,0,5,1,4,5,2,0,3,0,4-6 yrs,Q2,1 Low,0.2,0.1,2.0,3,0.5,51072,10214.400000000001,5107.200000000001,8512.0,6384.0,30217.600000000002,0.5916666666666667
49,No,Travel_Rarely,1418,Engineering,1,3,Technical Degree,887,3,Female,36,3,1,Software Engineer,1,Married,3580,10554,2,No,16,3,2,1,7,2,3,4,2,0,2,0,4-6 yrs,Q2,1 Low,0.2,0.1,1.5,3,0.5,42960,8592.0,4296.0,5370.0,5370.0,23628.0,0.55
24,No,Non-Travel,1269,Engineering,4,1,Life Sciences,888,1,Male,46,2,1,QA / Support Engineer,4,Married,3162,10778,0,No,17,3,4,0,6,2,2,5,2,3,4,0,4-6 yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,37944,7588.8,3794.4,4743.0,4743.0,20869.2,0.55
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,889,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,No,14,3,4,1,10,3,3,10,8,5,3,0,7-10 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,78288,15657.6,7828.8,13048.0,9786.0,46320.4,0.5916666666666667
38,No,Travel_Rarely,395,Sales,9,3,Marketing,893,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,No,19,3,4,1,3,3,3,2,2,1,2,0,2-3 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,34788,6957.6,3478.8,4348.5,4348.5,19133.4,0.55
42,No,Travel_Rarely,1265,Engineering,3,3,Life Sciences,894,3,Female,95,4,2,QA / Support Engineer,4,Married,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,62772,12554.400000000001,6277.200000000001,10462.0,7846.5,37140.100000000006,0.5916666666666668
31,No,Travel_Rarely,1222,Engineering,11,4,Life Sciences,895,4,Male,48,3,1,Software Engineer,4,Married,2356,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2,0,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,28272,5654.400000000001,2827.2000000000003,3534.0,3534.0,15549.6,0.55
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2,1,2-3 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,33600,6720.0,3360.0,4200.0,4200.0,18480.0,0.55
53,No,Travel_Rarely,868,Sales,8,3,Marketing,897,1,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,No,14,3,3,1,28,3,3,2,0,2,2,0,2-3 yrs,Q4 (highest),4 Very High,0.2,0.1,3.0,6,0.5,142032,28406.4,14203.2,35508.0,35508.0,113625.6,0.8
35,No,Travel_Rarely,672,Engineering,25,3,Technical Degree,899,4,Male,78,2,3,Platform / DevOps Lead,2,Married,10903,9129,3,No,16,3,1,0,16,2,3,13,10,4,8,0,10+ yrs,Q4 (highest),2 Medium,0.2,0.1,2.5,4,0.5,130836,26167.2,13083.6,27257.5,21806.0,88314.3,0.675
37,No,Travel_Frequently,1231,Sales,21,2,Medical,900,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,No,15,3,2,1,10,3,3,5,4,0,0,0,4-6 yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,35676,7135.200000000001,3567.6000000000004,4459.5,4459.5,19621.800000000003,0.55
53,No,Travel_Rarely,102,Engineering,23,4,Life Sciences,901,4,Female,72,3,4,Engineering Director,4,Single,14275,20206,6,No,18,3,3,0,33,0,3,12,9,3,8,0,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,3.0,6,0.5,171300,34260.0,17130.0,42825.0,42825.0,137040.0,0.8
43,No,Travel_Frequently,422,Engineering,1,3,Life Sciences,902,4,Female,33,3,2,Solutions Consultant,4,Married,5562,21782,4,No,13,3,2,1,12,2,2,5,2,2,2,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,66744,13348.800000000001,6674.400000000001,11124.0,8343.0,39490.2,0.5916666666666667
47,No,Travel_Rarely,249,Sales,2,2,Marketing,903,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7,0,7-10 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,54444,10888.800000000001,5444.400000000001,9074.0,6805.5,32212.7,0.5916666666666667
37,No,Non-Travel,1252,Sales,19,2,Medical,904,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9,0,7-10 yrs,Q3,2 Medium,0.2,0.1,2.5,4,0.5,91704,18340.8,9170.4,19105.0,15284.0,61900.2,0.6749999999999999
50,No,Non-Travel,881,Engineering,2,4,Life Sciences,905,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7,0,10+ yrs,Q4 (highest),1 Low,0.2,0.1,3.0,6,0.5,215088,43017.600000000006,21508.800000000003,53772.0,53772.0,172070.40000000002,0.8000000000000002
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,909,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,3,2,13,2,3,5,4,0,4,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,62448,12489.6,6244.8,10408.0,7806.0,36948.4,0.5916666666666667
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,910,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3,0,4-6 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,27324,5464.8,2732.4,3415.5,3415.5,15028.2,0.55
32,Yes,Travel_Rarely,374,Engineering,25,4,Life Sciences,911,1,Male,87,3,1,QA / Support Engineer,4,Single,2795,18016,1,Yes,24,4,3,0,1,2,1,1,0,0,1,1,0-1 yr,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,33540,6708.0,3354.0,4192.5,4192.5,18447.0,0.55
29,No,Travel_Rarely,1086,Engineering,7,1,Medical,912,1,Female,62,2,1,QA / Support Engineer,4,Divorced,2532,6054,6,No,14,3,3,3,8,5,3,4,3,0,3,0,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,30384,6076.8,3038.4,3798.0,3798.0,16711.2,0.55
44,No,Travel_Rarely,661,Engineering,9,2,Life Sciences,913,2,Male,61,3,1,Software Engineer,1,Married,2559,7508,1,Yes,13,3,4,0,8,0,3,8,7,7,1,0,7-10 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,30708,6141.6,3070.8,3838.5,3838.5,16889.4,0.55
28,No,Travel_Rarely,821,Sales,5,4,Medical,916,1,Male,98,3,2,Sales Executive,4,Single,4908,24252,1,No,14,3,2,0,4,3,3,4,2,0,2,0,4-6 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,58896,11779.2,5889.6,9816.0,7362.0,34846.8,0.5916666666666667
58,Yes,Travel_Frequently,781,Engineering,2,1,Life Sciences,918,4,Male,57,2,1,QA / Support Engineer,4,Divorced,2380,13384,9,Yes,14,3,4,1,3,3,2,1,0,0,0,1,0-1 yr,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,28560,5712.0,2856.0,3570.0,3570.0,15708.0,0.55
43,No,Travel_Rarely,177,Engineering,8,3,Life Sciences,920,1,Female,55,3,2,Platform / DevOps Lead,2,Divorced,4765,23814,4,No,21,4,3,1,4,2,4,1,0,0,0,0,0-1 yr,Q2,2 Medium,0.2,0.1,2.0,3,0.5,57180,11436.0,5718.0,9530.0,7147.5,33831.5,0.5916666666666667
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,922,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,No,13,3,4,0,2,3,2,2,2,0,2,1,2-3 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,24528,4905.6,2452.8,3066.0,3066.0,13490.400000000001,0.55
21,Yes,Travel_Rarely,1427,Engineering,18,1,Other,923,4,Female,65,3,1,Software Engineer,4,Single,2693,8870,1,No,19,3,1,0,1,3,2,1,0,0,0,1,0-1 yr,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,32316,6463.200000000001,3231.6000000000004,4039.5,4039.5,17773.800000000003,0.55
36,No,Travel_Rarely,1425,Engineering,14,1,Life Sciences,924,3,Male,68,3,2,Solutions Consultant,4,Married,6586,4821,0,Yes,17,3,1,1,17,2,2,16,8,4,11,0,10+ yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,79032,15806.400000000001,7903.200000000001,13172.0,9879.0,46760.600000000006,0.5916666666666668
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,925,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1,Yes,18,3,1,0,3,3,2,3,2,1,2,0,2-3 yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,39528,7905.6,3952.8,4941.0,4941.0,21740.4,0.55
22,Yes,Travel_Rarely,617,Engineering,3,1,Life Sciences,926,2,Female,34,3,2,Platform / DevOps Lead,3,Married,4171,10022,0,Yes,19,3,1,1,4,3,4,3,2,0,2,1,2-3 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,50052,10010.400000000001,5005.200000000001,8342.0,6256.5,29614.100000000002,0.5916666666666667
41,Yes,Travel_Rarely,1085,Engineering,2,4,Life Sciences,927,2,Female,57,1,1,QA / Support Engineer,4,Divorced,2778,17725,4,Yes,13,3,3,1,10,1,2,7,7,1,0,1,7-10 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,33336,6667.200000000001,3333.6000000000004,4167.0,4167.0,18334.800000000003,0.55
28,No,Travel_Rarely,995,Engineering,9,3,Medical,930,3,Female,77,3,1,Software Engineer,3,Divorced,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,2,0,2-3 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,28524,5704.8,2852.4,3565.5,3565.5,15688.2,0.55
39,Yes,Travel_Rarely,1122,Engineering,6,3,Medical,932,4,Male,70,3,1,QA / Support Engineer,1,Married,2404,4303,7,Yes,21,4,4,0,8,2,1,2,2,2,2,1,2-3 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,28848,5769.6,2884.8,3606.0,3606.0,15866.400000000001,0.55
27,No,Travel_Rarely,618,Engineering,4,3,Life Sciences,933,2,Female,76,3,1,Software Engineer,3,Single,2318,17808,1,No,19,3,3,0,1,2,3,1,1,0,0,0,0-1 yr,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,27816,5563.200000000001,2781.6000000000004,3477.0,3477.0,15298.800000000001,0.55
34,No,Travel_Rarely,546,Engineering,10,3,Life Sciences,934,2,Male,83,3,1,QA / Support Engineer,2,Divorced,2008,6896,1,No,14,3,2,2,1,3,3,1,0,1,0,0,0-1 yr,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,24096,4819.2,2409.6,3012.0,3012.0,13252.8,0.5499999999999999
42,No,Travel_Rarely,462,Sales,14,2,Medical,936,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,No,17,3,1,0,10,6,3,5,4,0,3,0,4-6 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,74928,14985.6,7492.8,12488.0,9366.0,44332.4,0.5916666666666667
33,No,Travel_Rarely,1198,Engineering,1,4,Other,939,3,Male,100,2,1,Software Engineer,1,Single,2799,3339,3,Yes,11,3,2,0,6,1,3,3,2,0,2,0,2-3 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,33588,6717.6,3358.8,4198.5,4198.5,18473.4,0.55
58,No,Travel_Rarely,1272,Engineering,5,3,Technical Degree,940,3,Female,37,2,3,Solutions Consultant,2,Divorced,10552,9255,2,Yes,13,3,4,1,24,3,3,6,0,0,4,0,4-6 yrs,Q4 (highest),2 Medium,0.2,0.1,2.5,4,0.5,126624,25324.800000000003,12662.400000000001,26380.0,21104.0,85471.20000000001,0.675
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,941,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,No,15,3,2,0,13,2,4,7,7,5,2,0,7-10 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,27948,5589.6,2794.8,3493.5,3493.5,15371.400000000001,0.55
35,No,Travel_Rarely,1137,Engineering,21,1,Life Sciences,942,4,Female,51,3,2,Solutions Consultant,4,Married,4014,19170,1,Yes,25,4,4,1,10,2,1,10,6,0,7,0,7-10 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,48168,9633.6,4816.8,8028.0,6021.0,28499.4,0.5916666666666667
49,No,Travel_Rarely,527,Engineering,8,2,Other,944,1,Female,51,3,3,QA / Support Engineer,2,Married,7403,22477,4,No,11,3,3,1,29,3,2,26,9,1,7,0,10+ yrs,Q3,2 Medium,0.2,0.1,2.5,4,0.5,88836,17767.2,8883.6,18507.5,14806.0,59964.3,0.675
48,No,Travel_Rarely,1469,Engineering,20,4,Medical,945,4,Male,51,3,1,Software Engineer,3,Married,2259,5543,4,No,17,3,1,2,13,2,2,0,0,0,0,0,0-1 yr,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,27108,5421.6,2710.8,3388.5,3388.5,14909.400000000001,0.55
31,No,Non-Travel,1188,Sales,20,2,Marketing,947,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,No,13,3,4,1,9,2,2,9,8,0,0,0,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,83184,16636.8,8318.4,13864.0,10398.0,49217.2,0.5916666666666667
36,No,Travel_Rarely,188,Engineering,7,4,Other,949,2,Male,65,3,1,Software Engineer,4,Single,4678,23293,2,No,18,3,3,0,8,6,3,6,2,0,1,0,4-6 yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,56136,11227.2,5613.6,7017.0,7017.0,30874.800000000003,0.55
38,No,Travel_Rarely,1333,Engineering,1,3,Technical Degree,950,4,Female,80,3,3,Engineering Director,1,Married,13582,16292,1,No,13,3,2,1,15,3,3,15,12,5,11,0,10+ yrs,Q4 (highest),1 Low,0.2,0.1,2.5,4,0.5,162984,32596.800000000003,16298.400000000001,33955.0,27164.0,110014.20000000001,0.675
32,No,Non-Travel,1184,Engineering,1,3,Life Sciences,951,3,Female,70,2,1,QA / Support Engineer,2,Married,2332,3974,6,No,20,4,3,0,5,3,3,3,0,0,2,0,2-3 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,27984,5596.8,2798.4,3498.0,3498.0,15391.2,0.55
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,952,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0,1,0-1 yr,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,28956,5791.200000000001,2895.6000000000004,3619.5,3619.5,15925.800000000001,0.55
40,No,Travel_Rarely,658,Sales,10,4,Marketing,954,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,0,0-1 yr,Q4 (highest),2 Medium,0.2,0.1,2.5,4,0.5,116460,23292.0,11646.0,24262.5,19410.0,78610.5,0.675
26,No,Travel_Frequently,1283,Sales,1,3,Medical,956,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,No,12,3,2,0,7,2,3,7,7,0,7,0,7-10 yrs,Q2,1 Low,0.2,0.1,2.0,3,0.5,51528,10305.6,5152.8,8588.0,6441.0,30487.4,0.5916666666666667
41,No,Travel_Rarely,263,Engineering,6,3,Medical,957,4,Male,59,3,1,QA / Support Engineer,1,Single,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17,0,10+ yrs,Q2,1 Low,0.2,0.1,1.5,3,0.5,56652,11330.400000000001,5665.200000000001,7081.5,7081.5,31158.600000000002,0.55
36,No,Travel_Rarely,938,Engineering,2,4,Medical,958,3,Male,79,3,1,QA / Support Engineer,3,Single,2519,12287,4,No,21,4,3,0,16,6,3,11,8,3,9,0,10+ yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,30228,6045.6,3022.8,3778.5,3778.5,16625.4,0.55
19,Yes,Travel_Rarely,419,Sales,21,3,Other,959,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,0,1,0-1 yr,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,25452,5090.400000000001,2545.2000000000003,3181.5,3181.5,13998.6,0.55
20,Yes,Travel_Rarely,129,Engineering,4,3,Technical Degree,960,1,Male,84,3,1,QA / Support Engineer,1,Single,2973,13008,1,No,19,3,2,0,1,2,3,1,0,0,0,1,0-1 yr,Q2,1 Low,0.2,0.1,1.5,3,0.5,35676,7135.200000000001,3567.6000000000004,4459.5,4459.5,19621.800000000003,0.55
31,No,Travel_Rarely,616,Engineering,12,3,Medical,961,4,Female,41,3,2,Solutions Consultant,4,Married,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,70260,14052.0,7026.0,11710.0,8782.5,41570.5,0.5916666666666667
40,No,Travel_Frequently,1469,Engineering,9,4,Medical,964,4,Male,35,3,1,Software Engineer,2,Divorced,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0,0,0-1 yr,Q2,2 Medium,0.2,0.1,1.5,3,0.5,43404,8680.800000000001,4340.400000000001,5425.5,5425.5,23872.2,0.55
32,No,Travel_Rarely,498,Engineering,3,4,Medical,966,3,Female,93,3,2,Platform / DevOps Lead,1,Married,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3,0,7-10 yrs,Q3,1 Low,0.2,0.1,2.0,3,0.5,80700,16140.0,8070.0,13450.0,10087.5,47747.5,0.5916666666666667
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,967,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Yes,11,3,1,1,16,6,3,16,7,3,7,1,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,123900,24780.0,12390.0,25812.5,20650.0,83632.5,0.675
33,No,Travel_Rarely,1069,Engineering,1,3,Life Sciences,969,2,Female,42,2,2,Solutions Consultant,4,Single,6949,12291,0,No,14,3,1,0,6,3,3,5,0,1,4,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,83388,16677.600000000002,8338.800000000001,13898.0,10423.5,49337.9,0.5916666666666667
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,970,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,No,11,3,3,0,17,2,1,14,1,11,7,1,10+ yrs,Q4 (highest),3 High,0.2,0.1,2.5,4,0.5,127308,25461.600000000002,12730.800000000001,26522.5,21218.0,85932.9,0.6749999999999999
45,No,Non-Travel,805,Engineering,4,2,Life Sciences,972,3,Male,57,3,2,QA / Support Engineer,2,Married,4447,23163,1,No,12,3,2,0,9,5,2,9,7,0,8,0,7-10 yrs,Q2,2 Medium,0.2,0.1,2.0,3,0.5,53364,10672.800000000001,5336.400000000001,8894.0,6670.5,31573.7,0.5916666666666667
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,974,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,No,15,3,2,1,3,5,3,3,1,0,2,0,2-3 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,25884,5176.8,2588.4,3235.5,3235.5,14236.2,0.55
35,No,Travel_Rarely,1219,Sales,18,3,Medical,975,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,No,16,3,2,0,5,3,3,5,2,1,0,0,4-6 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,55212,11042.400000000001,5521.200000000001,9202.0,6901.5,32667.100000000002,0.5916666666666667
52,No,Travel_Rarely,1053,Engineering,1,2,Life Sciences,976,4,Male,70,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8,0,7-10 yrs,Q4 (highest),4 Very High,0.2,0.1,3.0,6,0.5,205188,41037.600000000006,20518.800000000003,51297.0,51297.0,164150.40000000002,0.8000000000000002
58,Yes,Travel_Rarely,289,Engineering,2,3,Technical Degree,977,4,Male,51,3,1,Software Engineer,3,Single,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,0,1,0-1 yr,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,29748,5949.6,2974.8,3718.5,3718.5,16361.400000000001,0.55
53,No,Travel_Rarely,1376,Sales,2,2,Medical,981,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2,0,10+ yrs,Q4 (highest),3 High,0.2,0.1,3.0,6,0.5,178224,35644.8,17822.4,44556.0,44556.0,142579.2,0.8
30,No,Travel_Rarely,231,Sales,8,2,Other,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,No,11,3,1,1,10,2,4,8,4,7,7,0,7-10 yrs,Q3,3 High,0.2,0.1,2.5,4,0.5,87168,17433.600000000002,8716.800000000001,18160.0,14528.0,58838.4,0.675
38,No,Non-Travel,152,Sales,10,3,Technical Degree,983,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,67992,13598.400000000001,6799.200000000001,11332.0,8499.0,40228.600000000006,0.5916666666666668
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,984,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,No,13,3,2,1,12,2,3,10,9,0,8,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.5,4,0.5,93876,18775.2,9387.6,19557.5,15646.0,63366.3,0.675
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,985,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,No,18,3,4,0,9,3,3,8,7,0,7,0,7-10 yrs,Q3,3 High,0.2,0.1,2.5,4,0.5,94560,18912.0,9456.0,19700.0,15760.0,63828.0,0.675
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,986,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,1,0-1 yr,Q4 (highest),2 Medium,0.2,0.1,3.0,6,0.5,158328,31665.600000000002,15832.800000000001,39582.0,39582.0,126662.4,0.7999999999999999
47,No,Travel_Frequently,1379,Engineering,16,4,Medical,987,3,Male,64,4,2,Platform / DevOps Lead,3,Divorced,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7,0,10+ yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,60804,12160.800000000001,6080.400000000001,10134.0,7600.5,35975.7,0.5916666666666667
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,60948,12189.6,6094.8,10158.0,7618.5,36060.9,0.5916666666666667
31,Yes,Non-Travel,335,Engineering,9,2,Medical,991,3,Male,46,2,1,Software Engineer,1,Single,2321,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2,1,2-3 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,27852,5570.400000000001,2785.2000000000003,3481.5,3481.5,15318.6,0.55
33,No,Non-Travel,722,Sales,17,3,Life Sciences,992,4,Male,38,3,4,Manager,3,Single,17444,20489,1,No,11,3,4,0,10,2,3,10,8,6,0,0,7-10 yrs,Q4 (highest),3 High,0.2,0.1,3.0,6,0.5,209328,41865.600000000006,20932.800000000003,52332.0,52332.0,167462.40000000002,0.8000000000000002
29,Yes,Travel_Rarely,906,Engineering,10,3,Life Sciences,994,4,Female,92,2,1,Software Engineer,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0,1,0-1 yr,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,28848,5769.6,2884.8,3606.0,3606.0,15866.400000000001,0.55
33,No,Travel_Rarely,461,Engineering,13,1,Life Sciences,995,2,Female,53,3,1,Software Engineer,4,Single,3452,17241,3,No,18,3,1,0,5,4,3,3,2,0,2,0,2-3 yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,41424,8284.800000000001,4142.400000000001,5178.0,5178.0,22783.2,0.55
45,No,Travel_Rarely,974,Engineering,1,4,Medical,996,4,Female,91,3,1,QA / Support Engineer,4,Divorced,2270,11005,3,No,14,3,4,2,8,2,3,5,3,0,2,0,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,27240,5448.0,2724.0,3405.0,3405.0,14982.0,0.55
