employee_number,age,department,job_role,job_level,business_travel,overtime,marital_status,gender,monthly_income,years_at_company,tenure_band,income_quartile,job_satisfaction_label,attrition_flag,replacement_cost,replacement_cost_pct_salary
1010,35,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Divorced,Male,3743.0,4,4-6 yrs,Q2,2 Medium,1,24703.800000000003,0.55
1011,31,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Married,Female,4148.0,4,4-6 yrs,Q2,1 Low,0,29450.800000000003,0.5916666666666667
1012,18,Engineering,Software Engineer,1,Non-Travel,false,Single,Male,1051.0,0,0-1 yr,Q1 (lowest),4 Very High,0,6936.6,0.55
1013,54,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Married,Female,10739.0,10,7-10 yrs,Q4 (highest),3 High,0,86985.9,0.6749999999999999
1014,35,Engineering,Solutions Consultant,3,Travel_Rarely,true,Divorced,Female,10388.0,16,10+ yrs,Q4 (highest),3 High,0,84142.8,0.675
1015,30,Engineering,Engineering Director,3,Travel_Rarely,true,Married,Female,11416.0,8,7-10 yrs,Q4 (highest),1 Low,0,92469.6,0.675
1016,20,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Female,2600.0,1,0-1 yr,Q1 (lowest),1 Low,1,17160.0,0.55
1017,30,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Single,Female,2422.0,3,2-3 yrs,Q1 (lowest),2 Medium,1,15985.2,0.55
1018,26,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,5472.0,8,7-10 yrs,Q3,4 Very High,0,38851.2,0.5916666666666667
1019,22,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2451.0,4,4-6 yrs,Q1 (lowest),1 Low,0,16176.6,0.55
1022,48,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Male,4240.0,2,2-3 yrs,Q2,3 High,0,30104.0,0.5916666666666667
1024,48,Engineering,Solutions Consultant,3,Travel_Rarely,false,Single,Male,10999.0,15,10+ yrs,Q4 (highest),3 High,0,89091.9,0.6749999999999999
1025,41,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Single,Female,5003.0,2,2-3 yrs,Q3,3 High,0,35521.3,0.5916666666666667
1026,39,Engineering,Platform / DevOps Lead,4,Travel_Rarely,false,Married,Female,12742.0,21,10+ yrs,Q4 (highest),4 Very High,0,122323.20000000001,0.8
1027,27,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Female,4227.0,3,2-3 yrs,Q2,4 Very High,0,30011.7,0.5916666666666667
1028,35,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,3917.0,3,2-3 yrs,Q2,4 Very High,0,25852.2,0.55
1029,42,Sales,Manager,5,Travel_Rarely,false,Married,Male,18303.0,1,0-1 yr,Q4 (highest),3 High,0,194011.8,0.8833333333333333
1030,50,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2380.0,1,0-1 yr,Q1 (lowest),4 Very High,0,15708.0,0.55
1032,59,Engineering,Platform / DevOps Lead,4,Travel_Rarely,true,Single,Female,13726.0,5,4-6 yrs,Q4 (highest),4 Very High,0,131769.6,0.8
1033,37,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Female,4777.0,1,0-1 yr,Q2,2 Medium,1,33916.7,0.5916666666666666
1034,55,Engineering,Solutions Consultant,2,Travel_Frequently,true,Married,Male,6385.0,8,7-10 yrs,Q3,2 Medium,0,45333.5,0.5916666666666667
1035,41,Engineering,Engineering Director,5,Non-Travel,false,Divorced,Female,19973.0,21,10+ yrs,Q4 (highest),3 High,0,211713.8,0.8833333333333333
1036,38,Sales,Sales Executive,2,Travel_Rarely,true,Single,Male,6861.0,1,0-1 yr,Q3,4 Very High,0,48713.100000000006,0.5916666666666668
1037,26,Sales,Sales Executive,2,Non-Travel,false,Single,Male,4969.0,2,2-3 yrs,Q3,1 Low,1,35279.9,0.5916666666666667
1038,52,Sales,Manager,5,Travel_Rarely,false,Married,Female,19845.0,32,10+ yrs,Q4 (highest),4 Very High,1,210357.0,0.8833333333333333
1039,44,Sales,Sales Executive,4,Travel_Rarely,true,Married,Female,13320.0,12,10+ yrs,Q4 (highest),4 Very High,0,127872.0,0.8
1040,50,Sales,Sales Executive,2,Non-Travel,false,Married,Female,6347.0,18,10+ yrs,Q3,3 High,0,45063.7,0.5916666666666667
1042,36,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Female,2743.0,17,10+ yrs,Q1 (lowest),1 Low,1,18103.800000000003,0.55
1043,39,Engineering,Platform / DevOps Lead,3,Travel_Frequently,true,Single,Female,10880.0,21,10+ yrs,Q4 (highest),1 Low,0,88128.0,0.675
1044,33,Sales,Sales Representative,1,Non-Travel,false,Single,Female,2342.0,2,2-3 yrs,Q1 (lowest),4 Very High,0,15457.2,0.55
1045,45,Sales,Manager,4,Travel_Rarely,false,Married,Female,17650.0,9,7-10 yrs,Q4 (highest),4 Very High,0,169440.0,0.8
1046,32,Engineering,QA / Support Engineer,1,Non-Travel,false,Single,Female,4025.0,8,7-10 yrs,Q2,3 High,0,26565.0,0.55
1047,34,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,9725.0,15,10+ yrs,Q4 (highest),4 Very High,0,69047.5,0.5916666666666667
1048,59,Sales,Manager,3,Travel_Rarely,true,Married,Male,11904.0,6,4-6 yrs,Q4 (highest),4 Very High,0,96422.4,0.6749999999999999
1049,45,Human Resources,Human Resources,1,Travel_Rarely,false,Single,Male,2177.0,6,4-6 yrs,Q1 (lowest),2 Medium,0,14368.2,0.55
1050,53,Sales,Sales Executive,3,Travel_Frequently,false,Married,Female,7525.0,15,10+ yrs,Q3,2 Medium,0,60952.5,0.675
1052,36,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Divorced,Male,4834.0,1,0-1 yr,Q2,3 High,1,34321.4,0.5916666666666667
1053,26,Engineering,Software Engineer,1,Travel_Frequently,true,Married,Male,2042.0,3,2-3 yrs,Q1 (lowest),1 Low,1,13477.2,0.55
1055,34,Sales,Sales Representative,1,Travel_Rarely,true,Married,Female,2220.0,1,0-1 yr,Q1 (lowest),3 High,0,14652.0,0.55
1056,28,Sales,Sales Representative,1,Travel_Rarely,false,Married,Male,1052.0,1,0-1 yr,Q1 (lowest),2 Medium,0,6943.200000000001,0.55
1060,38,Engineering,Software Engineer,1,Travel_Frequently,false,Married,Male,2821.0,2,2-3 yrs,Q1 (lowest),3 High,0,18618.6,0.5499999999999999
1061,50,Engineering,Engineering Director,5,Travel_Rarely,true,Married,Male,19237.0,8,7-10 yrs,Q4 (highest),3 High,0,203912.2,0.8833333333333334
1062,37,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Female,4107.0,4,4-6 yrs,Q2,2 Medium,0,29159.7,0.5916666666666667
1066,40,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,8396.0,7,7-10 yrs,Q4 (highest),1 Low,0,59611.600000000006,0.5916666666666667
1068,26,Engineering,Software Engineer,1,Travel_Frequently,false,Divorced,Female,2007.0,5,4-6 yrs,Q1 (lowest),3 High,0,13246.2,0.55
1069,46,Engineering,Engineering Director,5,Travel_Rarely,false,Divorced,Male,19627.0,2,2-3 yrs,Q4 (highest),4 Very High,0,208046.2,0.8833333333333334
1070,54,Sales,Sales Executive,3,Travel_Rarely,false,Married,Female,10686.0,9,7-10 yrs,Q4 (highest),3 High,0,86556.6,0.675
1071,56,Engineering,Software Engineer,1,Travel_Frequently,false,Married,Female,2942.0,5,4-6 yrs,Q2,3 High,0,19417.2,0.55
1073,36,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Single,Female,8858.0,14,10+ yrs,Q4 (highest),4 Very High,0,71749.8,0.675
1074,55,Engineering,Manager,4,Non-Travel,false,Single,Male,16756.0,9,7-10 yrs,Q4 (highest),1 Low,0,160857.6,0.8
1076,43,Sales,Sales Executive,3,Travel_Rarely,false,Divorced,Male,10798.0,1,0-1 yr,Q4 (highest),4 Very High,0,87463.8,0.675
1077,20,Sales,Sales Representative,1,Travel_Frequently,true,Single,Female,2323.0,2,2-3 yrs,Q1 (lowest),4 Very High,1,15331.800000000001,0.55
1079,21,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Female,1416.0,1,0-1 yr,Q1 (lowest),1 Low,1,9345.6,0.55
1080,46,Engineering,Software Engineer,2,Travel_Rarely,true,Divorced,Female,4615.0,16,10+ yrs,Q2,1 Low,0,32766.5,0.5916666666666667
1081,51,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,2461.0,10,7-10 yrs,Q1 (lowest),3 High,1,16242.6,0.55
1082,28,Engineering,Solutions Consultant,3,Non-Travel,false,Single,Male,8722.0,10,7-10 yrs,Q4 (highest),1 Low,1,70648.20000000001,0.6750000000000002
1083,26,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,3955.0,5,4-6 yrs,Q2,1 Low,0,26103.0,0.55
1084,30,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,9957.0,6,4-6 yrs,Q4 (highest),1 Low,0,70694.70000000001,0.5916666666666668
1085,41,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,3376.0,10,7-10 yrs,Q2,3 High,0,22281.6,0.5499999999999999
1088,38,Engineering,Solutions Consultant,3,Travel_Rarely,false,Married,Female,8823.0,19,10+ yrs,Q4 (highest),3 High,0,71466.3,0.675
1092,40,Engineering,Solutions Consultant,3,Travel_Rarely,false,Married,Male,10322.0,11,10+ yrs,Q4 (highest),4 Very High,0,83608.20000000001,0.675
1094,27,Engineering,QA / Support Engineer,1,Non-Travel,false,Married,Male,4621.0,3,2-3 yrs,Q2,3 High,0,30498.600000000002,0.55
1096,55,Engineering,Platform / DevOps Lead,3,Travel_Frequently,false,Married,Male,10976.0,3,2-3 yrs,Q4 (highest),2 Medium,0,88905.6,0.675
1097,28,Engineering,Software Engineer,2,Travel_Rarely,false,Single,Female,3660.0,8,7-10 yrs,Q2,3 High,0,25986.0,0.5916666666666667
1098,44,Human Resources,Human Resources,3,Travel_Rarely,false,Married,Male,10482.0,20,10+ yrs,Q4 (highest),1 Low,1,84904.20000000001,0.675
1099,33,Engineering,Solutions Consultant,3,Travel_Rarely,false,Divorced,Male,7119.0,3,2-3 yrs,Q3,4 Very High,0,57663.9,0.675
1100,35,Sales,Sales Executive,3,Travel_Rarely,true,Single,Male,9582.0,8,7-10 yrs,Q4 (highest),1 Low,1,77614.20000000001,0.6750000000000002
1101,33,Engineering,Software Engineer,2,Travel_Frequently,false,Single,Female,4508.0,13,10+ yrs,Q2,3 High,1,32006.800000000003,0.5916666666666667
1102,28,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,2207.0,4,4-6 yrs,Q1 (lowest),3 High,0,14566.2,0.55
1103,34,Engineering,Solutions Consultant,2,Travel_Frequently,false,Single,Male,7756.0,6,4-6 yrs,Q3,4 Very High,0,55067.600000000006,0.5916666666666667
1105,37,Sales,Sales Executive,2,Travel_Rarely,true,Divorced,Female,6694.0,1,0-1 yr,Q3,4 Very High,0,47527.4,0.5916666666666667
1106,25,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Male,3691.0,7,7-10 yrs,Q2,4 Very High,1,24360.6,0.5499999999999999
1107,26,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,2377.0,1,0-1 yr,Q1 (lowest),3 High,1,15688.2,0.55
1108,33,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Male,2313.0,2,2-3 yrs,Q1 (lowest),2 Medium,1,15265.800000000001,0.55
1109,42,Engineering,Manager,4,Travel_Rarely,false,Married,Male,17665.0,22,10+ yrs,Q4 (highest),1 Low,0,169584.0,0.8
1111,28,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Divorced,Male,2596.0,1,0-1 yr,Q1 (lowest),2 Medium,1,17133.6,0.5499999999999999
1113,50,Sales,Sales Executive,2,Travel_Frequently,true,Single,Male,4728.0,0,0-1 yr,Q2,3 High,1,33568.8,0.5916666666666667
1114,33,Sales,Sales Executive,2,Travel_Frequently,false,Married,Female,4302.0,3,2-3 yrs,Q2,2 Medium,0,30544.2,0.5916666666666667
1115,34,Engineering,Software Engineer,1,Non-Travel,false,Married,Male,2979.0,0,0-1 yr,Q2,4 Very High,0,19661.4,0.55
1116,48,Engineering,Manager,4,Non-Travel,false,Single,Male,16885.0,5,4-6 yrs,Q4 (highest),4 Very High,0,162096.0,0.8
1117,45,Sales,Sales Executive,2,Non-Travel,false,Married,Female,5593.0,15,10+ yrs,Q3,3 High,0,39710.3,0.5916666666666667
1118,52,Engineering,Solutions Consultant,3,Travel_Rarely,false,Single,Male,10445.0,8,7-10 yrs,Q4 (highest),2 Medium,0,84604.5,0.675
1119,38,Sales,Sales Executive,3,Travel_Rarely,true,Divorced,Male,8740.0,8,7-10 yrs,Q4 (highest),3 High,0,70794.0,0.675
1120,29,Engineering,Software Engineer,1,Travel_Rarely,false,Divorced,Female,2514.0,7,7-10 yrs,Q1 (lowest),4 Very High,0,16592.4,0.55
1121,28,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Divorced,Female,7655.0,9,7-10 yrs,Q3,2 Medium,0,62005.5,0.675
1124,46,Sales,Manager,4,Travel_Rarely,false,Married,Male,17465.0,12,10+ yrs,Q4 (highest),3 High,0,167664.0,0.8
1125,38,Sales,Sales Executive,3,Travel_Rarely,false,Single,Male,7351.0,1,0-1 yr,Q3,2 Medium,0,59543.100000000006,0.675
1126,43,Engineering,Platform / DevOps Lead,3,Travel_Frequently,false,Married,Female,10820.0,8,7-10 yrs,Q4 (highest),1 Low,0,87642.0,0.675
1127,39,Engineering,Solutions Consultant,4,Travel_Frequently,false,Divorced,Male,12169.0,18,10+ yrs,Q4 (highest),4 Very High,1,116822.4,0.7999999999999999
1128,40,Engineering,Engineering Director,5,Travel_Rarely,false,Single,Male,19626.0,20,10+ yrs,Q4 (highest),3 High,0,208035.6,0.8833333333333333
1131,21,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Female,2070.0,2,2-3 yrs,Q1 (lowest),2 Medium,0,13662.0,0.55
1132,39,Engineering,QA / Support Engineer,2,Non-Travel,false,Single,Male,6782.0,5,4-6 yrs,Q3,2 Medium,0,48152.2,0.5916666666666667
1133,36,Engineering,Platform / DevOps Lead,2,Non-Travel,false,Single,Male,7779.0,11,10+ yrs,Q3,4 Very High,0,55230.9,0.5916666666666667
1135,31,Sales,Sales Representative,1,Travel_Frequently,false,Married,Male,2791.0,2,2-3 yrs,Q1 (lowest),4 Very High,0,18420.6,0.5499999999999999
1136,28,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,3201.0,5,4-6 yrs,Q2,2 Medium,0,21126.6,0.5499999999999999
1137,35,Sales,Sales Executive,2,Travel_Frequently,false,Divorced,Male,4968.0,5,4-6 yrs,Q3,4 Very High,0,35272.8,0.5916666666666667
1138,49,Sales,Sales Executive,4,Travel_Rarely,false,Married,Male,13120.0,9,7-10 yrs,Q4 (highest),2 Medium,0,125952.0,0.8
1140,34,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Single,Male,4033.0,3,2-3 yrs,Q2,3 High,0,28634.300000000003,0.5916666666666667
1143,29,Engineering,Software Engineer,1,Travel_Frequently,false,Divorced,Female,3291.0,7,7-10 yrs,Q2,2 Medium,0,21720.6,0.5499999999999999
1148,42,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Single,Male,4272.0,1,0-1 yr,Q2,4 Very High,0,30331.2,0.5916666666666667
1150,29,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Married,Male,5056.0,10,7-10 yrs,Q3,4 Very High,0,35897.600000000006,0.5916666666666668
1152,38,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Male,2844.0,7,7-10 yrs,Q1 (lowest),3 High,0,18770.4,0.55
1154,28,Engineering,Software Engineer,1,Travel_Frequently,true,Divorced,Male,2703.0,3,2-3 yrs,Q1 (lowest),3 High,0,17839.800000000003,0.55
1156,18,Engineering,QA / Support Engineer,1,Non-Travel,false,Single,Male,1904.0,0,0-1 yr,Q1 (lowest),3 High,1,12566.400000000001,0.55
1157,33,Sales,Sales Executive,2,Travel_Rarely,true,Single,Female,8224.0,5,4-6 yrs,Q3,1 Low,1,58390.4,0.5916666666666667
1158,41,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Male,4766.0,1,0-1 yr,Q2,4 Very High,0,31455.600000000002,0.55
1160,31,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Married,Male,2610.0,2,2-3 yrs,Q1 (lowest),3 High,1,17226.0,0.55
1161,37,Engineering,Solutions Consultant,2,Travel_Rarely,false,Divorced,Female,5731.0,6,4-6 yrs,Q3,4 Very High,0,40690.100000000006,0.5916666666666668
1162,27,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2539.0,4,4-6 yrs,Q1 (lowest),3 High,0,16757.4,0.55
1163,34,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,5714.0,6,4-6 yrs,Q3,3 High,0,40569.4,0.5916666666666667
1164,35,Human Resources,Human Resources,1,Travel_Rarely,false,Single,Male,4323.0,5,4-6 yrs,Q2,3 High,0,28531.800000000003,0.55
1165,29,Sales,Sales Executive,3,Travel_Rarely,false,Married,Female,7336.0,11,10+ yrs,Q3,1 Low,1,59421.600000000006,0.675
1166,40,Engineering,Engineering Director,3,Travel_Frequently,false,Single,Female,13499.0,18,10+ yrs,Q4 (highest),3 High,0,109341.9,0.6749999999999999
1167,42,Sales,Sales Executive,4,Travel_Frequently,true,Single,Male,13758.0,21,10+ yrs,Q4 (highest),1 Low,1,132076.8,0.7999999999999999
1171,42,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,5155.0,6,4-6 yrs,Q3,1 Low,0,36600.5,0.5916666666666667
1172,35,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2258.0,8,7-10 yrs,Q1 (lowest),3 High,0,14902.800000000001,0.55
1173,24,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,3597.0,4,4-6 yrs,Q2,2 Medium,0,23740.2,0.55
1175,28,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Female,2515.0,1,0-1 yr,Q1 (lowest),4 Very High,1,16599.0,0.55
1177,26,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,4420.0,8,7-10 yrs,Q2,4 Very High,0,29172.0,0.55
1179,30,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,6578.0,10,7-10 yrs,Q3,3 High,0,46703.8,0.5916666666666667
1180,40,Engineering,Software Engineer,2,Travel_Frequently,true,Married,Female,4422.0,1,0-1 yr,Q2,4 Very High,0,31396.2,0.5916666666666667
1182,35,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Divorced,Male,10274.0,7,7-10 yrs,Q4 (highest),2 Medium,0,83219.4,0.6749999999999999
1184,34,Engineering,Solutions Consultant,2,Travel_Frequently,false,Single,Male,5343.0,13,10+ yrs,Q3,1 Low,0,37935.3,0.5916666666666667
1185,35,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Married,Male,2376.0,2,2-3 yrs,Q1 (lowest),4 Very High,0,15681.6,0.55
1188,43,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,5346.0,4,4-6 yrs,Q3,3 High,1,37956.600000000006,0.5916666666666668
1190,32,Sales,Sales Representative,1,Non-Travel,false,Divorced,Female,2827.0,1,0-1 yr,Q1 (lowest),1 Low,0,18658.2,0.55
1191,56,Engineering,Manager,5,Travel_Rarely,false,Divorced,Female,19943.0,5,4-6 yrs,Q4 (highest),1 Low,0,211395.8,0.8833333333333333
1192,29,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,3131.0,10,7-10 yrs,Q2,4 Very High,0,20664.6,0.5499999999999999
1193,19,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,2552.0,1,0-1 yr,Q1 (lowest),1 Low,0,16843.2,0.55
1195,45,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Female,4477.0,3,2-3 yrs,Q2,3 High,0,29548.2,0.55
1196,37,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Female,6474.0,14,10+ yrs,Q3,4 Very High,0,45965.4,0.5916666666666667
1198,20,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,3033.0,2,2-3 yrs,Q2,3 High,0,20017.800000000003,0.55
1200,44,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Male,2936.0,6,4-6 yrs,Q2,3 High,1,19377.6,0.5499999999999999
1201,53,Engineering,Manager,5,Travel_Rarely,false,Divorced,Female,18606.0,7,7-10 yrs,Q4 (highest),3 High,0,197223.6,0.8833333333333334
1202,29,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Female,2168.0,5,4-6 yrs,Q1 (lowest),4 Very High,0,14308.800000000001,0.55
1203,22,Engineering,Software Engineer,1,Travel_Frequently,true,Married,Male,2853.0,0,0-1 yr,Q1 (lowest),4 Very High,1,18829.800000000003,0.55
1204,46,Sales,Manager,4,Travel_Rarely,false,Married,Female,17048.0,26,10+ yrs,Q4 (highest),1 Low,0,163660.8,0.7999999999999999
1206,44,Engineering,Software Engineer,1,Non-Travel,false,Single,Male,2290.0,0,0-1 yr,Q1 (lowest),3 High,0,15114.0,0.55
1207,33,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Male,3600.0,5,4-6 yrs,Q2,3 High,0,23760.0,0.55
1210,41,Engineering,Software Engineer,1,Non-Travel,false,Divorced,Male,2107.0,1,0-1 yr,Q1 (lowest),1 Low,1,13906.2,0.55
1211,30,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,4115.0,4,4-6 yrs,Q2,1 Low,0,29216.5,0.5916666666666667
1212,40,Sales,Sales Executive,2,Travel_Frequently,false,Married,Male,4327.0,0,0-1 yr,Q2,2 Medium,0,30721.7,0.5916666666666667
1215,50,Engineering,Manager,4,Travel_Frequently,false,Married,Female,17856.0,2,2-3 yrs,Q4 (highest),1 Low,0,171417.6,0.8
1216,28,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,3196.0,6,4-6 yrs,Q2,1 Low,0,21093.6,0.5499999999999999
1217,46,Engineering,Engineering Director,5,Travel_Rarely,false,Married,Male,19081.0,4,4-6 yrs,Q4 (highest),2 Medium,0,202258.6,0.8833333333333333
1218,35,Sales,Sales Executive,2,Travel_Rarely,true,Married,Male,8966.0,7,7-10 yrs,Q4 (highest),1 Low,0,63658.600000000006,0.5916666666666667
1219,24,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,2210.0,1,0-1 yr,Q1 (lowest),2 Medium,1,14586.0,0.55
1220,33,Sales,Sales Executive,2,Travel_Frequently,false,Married,Female,4539.0,10,7-10 yrs,Q2,3 High,0,32226.9,0.5916666666666667
1221,36,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,2741.0,7,7-10 yrs,Q1 (lowest),3 High,0,18090.6,0.5499999999999999
1224,30,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Divorced,Male,3491.0,10,7-10 yrs,Q2,3 High,0,24786.1,0.5916666666666667
1225,44,Engineering,Software Engineer,2,Travel_Rarely,false,Single,Male,4541.0,20,10+ yrs,Q2,4 Very High,0,32241.100000000002,0.5916666666666667
1226,20,Sales,Sales Representative,1,Travel_Rarely,false,Single,Male,2678.0,2,2-3 yrs,Q1 (lowest),4 Very High,0,17674.800000000003,0.55
1228,46,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Divorced,Male,7379.0,6,4-6 yrs,Q3,4 Very High,0,52390.9,0.5916666666666667
1231,42,Human Resources,Human Resources,2,Non-Travel,false,Married,Male,6272.0,4,4-6 yrs,Q3,1 Low,0,44531.2,0.5916666666666667
1233,60,Sales,Sales Executive,2,Travel_Rarely,true,Divorced,Male,5220.0,11,10+ yrs,Q3,4 Very High,0,37062.0,0.5916666666666667
1234,32,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Married,Female,2743.0,2,2-3 yrs,Q1 (lowest),2 Medium,0,18103.800000000003,0.55
1235,32,Engineering,Software Engineer,2,Travel_Frequently,true,Single,Female,4998.0,8,7-10 yrs,Q3,3 High,0,35485.8,0.5916666666666667
1237,36,Engineering,Platform / DevOps Lead,3,Travel_Rarely,true,Divorced,Female,10252.0,7,7-10 yrs,Q4 (highest),1 Low,0,83041.20000000001,0.675
1238,33,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2781.0,14,10+ yrs,Q1 (lowest),4 Very High,0,18354.6,0.5499999999999999
1239,40,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Female,6852.0,5,4-6 yrs,Q3,2 Medium,0,48649.2,0.5916666666666667
1240,25,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,4950.0,4,4-6 yrs,Q3,4 Very High,0,35145.0,0.5916666666666667
1241,30,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,3579.0,11,10+ yrs,Q2,2 Medium,0,23621.4,0.55
1242,42,Engineering,Engineering Director,3,Travel_Frequently,true,Married,Female,13191.0,1,0-1 yr,Q4 (highest),1 Low,0,106847.1,0.675
1243,35,Sales,Sales Executive,3,Non-Travel,true,Married,Female,10377.0,13,10+ yrs,Q4 (highest),4 Very High,0,84053.70000000001,0.675
1244,27,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,2235.0,9,7-10 yrs,Q1 (lowest),1 Low,0,14751.0,0.55
1245,54,Engineering,Platform / DevOps Lead,3,Travel_Frequently,false,Divorced,Female,10502.0,5,4-6 yrs,Q4 (highest),3 High,0,85066.20000000001,0.675
1246,44,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,2011.0,10,7-10 yrs,Q1 (lowest),4 Very High,0,13272.6,0.55
1248,19,Engineering,Software Engineer,1,Non-Travel,true,Single,Female,1859.0,1,0-1 yr,Q1 (lowest),2 Medium,1,12269.400000000001,0.55
1249,29,Engineering,Software Engineer,1,Travel_Rarely,false,Divorced,Female,3760.0,3,2-3 yrs,Q2,4 Very High,0,24816.0,0.55
1250,54,Engineering,Engineering Director,4,Travel_Rarely,false,Married,Male,17779.0,10,7-10 yrs,Q4 (highest),4 Very High,0,170678.40000000002,0.8000000000000002
1251,31,Engineering,Solutions Consultant,2,Travel_Rarely,true,Married,Male,6833.0,6,4-6 yrs,Q3,1 Low,0,48514.3,0.5916666666666667
1252,31,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Female,6812.0,10,7-10 yrs,Q3,1 Low,0,48365.2,0.5916666666666667
1254,59,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,5171.0,6,4-6 yrs,Q3,4 Very High,0,36714.100000000006,0.5916666666666668
1255,43,Engineering,Engineering Director,5,Travel_Rarely,false,Married,Male,19740.0,8,7-10 yrs,Q4 (highest),4 Very High,0,209244.0,0.8833333333333333
1256,49,Engineering,Manager,5,Travel_Rarely,false,Married,Male,18711.0,1,0-1 yr,Q4 (highest),3 High,0,198336.6,0.8833333333333334
1257,36,Engineering,Software Engineer,1,Travel_Frequently,false,Married,Male,3692.0,11,10+ yrs,Q2,2 Medium,0,24367.2,0.55
1258,48,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,2559.0,1,0-1 yr,Q1 (lowest),2 Medium,0,16889.4,0.55
1259,27,Engineering,Software Engineer,1,Travel_Rarely,false,Divorced,Male,2517.0,5,4-6 yrs,Q1 (lowest),3 High,0,16612.2,0.55
1260,29,Engineering,Solutions Consultant,2,Travel_Rarely,true,Divorced,Male,6623.0,6,4-6 yrs,Q3,4 Very High,0,47023.3,0.5916666666666667
